datetime,SRI,SJI
1903-06-09,12.254279675044675,4.300313435672717
1903-06-10,12.254279675044675,4.299835964494468
1903-06-11,12.254279675044675,4.29740011272273
1903-06-12,12.254279675044675,4.295130326208119
1903-06-13,12.254279675044675,4.294670919067158
1903-06-14,12.254279675044675,4.293936974009071
1903-06-15,12.254279675044675,4.293193273994788
1903-06-16,12.254279675044675,4.293080373119068
1903-06-17,12.254279675044675,4.29296985065076
1903-06-18,12.254279675044675,4.292657121024667
1903-06-19,12.254279675044675,4.29242584387466
1903-06-20,12.254279675044675,4.29242584387466
1903-06-21,12.254279675044675,4.29242584387466
1903-06-22,12.254279675044675,4.29242584387466
1903-06-23,12.254279675044675,4.292359353502625
1903-06-24,12.254279675044675,4.292359353502625
1903-06-25,12.254279675044675,4.292359353502625
